,cells,total_score,chrom,start,end,strand,splice_motif,donor_seq,acceptor_seq,label_5_prime,label_3_prime,position_off_5_prime,position_off_3_prime,perfect_match_5_prime,perfect_match_3_prime,both_ends_transcripts,only_5_prime_transcripts,only_3_prime_transcripts,transcript_types,gene_ids,gene_names,transcripts_junc_5,transcripts_junc_3,gene_types
chr7_127802398_127802785_+,8,748,chr7,127802398,127802785,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000154987.7', 'ENSMUST00000046863.11', 'ENSMUST00000132702.7', 'ENSMUST00000206674.1', 'ENSMUST00000106272.7']","['ENSMUST00000154987.7', 'ENSMUST00000046863.11', 'ENSMUST00000132702.7', 'ENSMUST00000106272.7', 'ENSMUST00000106271.1']","['ENSMUST00000046863.11', 'ENSMUST00000132702.7', 'ENSMUST00000154987.7', 'ENSMUST00000106272.7']","['ENSMUST00000136597.2', 'ENSMUST00000206674.1']",['ENSMUST00000106271.1'],"['nonsense_mediated_decay', 'protein_coding', 'retained_intron']","['ENSMUSG00000108815.1', 'ENSMUSG00000042289.11']","['Gm49388', 'Hsd3b7']","['ENSMUST00000132702.7', 'ENSMUST00000206674.1', 'ENSMUST00000046863.11', 'ENSMUST00000136597.2', 'ENSMUST00000154987.7', 'ENSMUST00000106272.7']","['ENSMUST00000132702.7', 'ENSMUST00000046863.11', 'ENSMUST00000154987.7', 'ENSMUST00000106272.7', 'ENSMUST00000106271.1']",['protein_coding']
chr8_70509631_70510117_-,5,403,chr8,70509631,70510117,-,GC-AG,GC,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000140679.7', 'ENSMUST00000129909.7']","['ENSMUST00000140679.7', 'ENSMUST00000081940.10']","['ENSMUST00000140679.7', 'ENSMUST00000129909.7']",[],"['ENSMUST00000081940.10', 'ENSMUST00000138260.7', 'ENSMUST00000127793.1', 'ENSMUST00000135446.7', 'ENSMUST00000121623.7', 'ENSMUST00000125184.7', 'ENSMUST00000165126.8']","['protein_coding', 'retained_intron']","['ENSMUSG00000055553.16', 'ENSMUSG00000090137.8']","['Kxd1', 'Uba52']","['ENSMUST00000140679.7', 'ENSMUST00000129909.7']","['ENSMUST00000081940.10', 'ENSMUST00000138260.7', 'ENSMUST00000129909.7', 'ENSMUST00000127793.1', 'ENSMUST00000135446.7', 'ENSMUST00000121623.7', 'ENSMUST00000125184.7', 'ENSMUST00000140679.7', 'ENSMUST00000165126.8']",['protein_coding']
chr9_21068117_21073074_-,7,522,chr9,21068117,21073074,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000213826.1', 'ENSMUST00000217359.1', 'ENSMUST00000010348.6', 'ENSMUST00000217282.1', 'ENSMUST00000217150.1', 'ENSMUST00000215631.1', 'ENSMUST00000216484.1']","['ENSMUST00000213826.1', 'ENSMUST00000217359.1', 'ENSMUST00000010348.6', 'ENSMUST00000217282.1', 'ENSMUST00000217150.1', 'ENSMUST00000215631.1', 'ENSMUST00000216484.1']","['ENSMUST00000217150.1', 'ENSMUST00000010348.6', 'ENSMUST00000217282.1', 'ENSMUST00000217359.1', 'ENSMUST00000213826.1', 'ENSMUST00000215631.1', 'ENSMUST00000216484.1']",[],[],"['nonsense_mediated_decay', 'protein_coding', 'retained_intron']","['ENSMUSG00000111692.1', 'ENSMUSG00000079677.2', 'ENSMUSG00000111497.1']","['Gm49373', 'Fdx1l', 'Gm38431']","['ENSMUST00000217150.1', 'ENSMUST00000010348.6', 'ENSMUST00000217282.1', 'ENSMUST00000217359.1', 'ENSMUST00000213826.1', 'ENSMUST00000215631.1', 'ENSMUST00000216484.1']","['ENSMUST00000217150.1', 'ENSMUST00000010348.6', 'ENSMUST00000217282.1', 'ENSMUST00000217359.1', 'ENSMUST00000213826.1', 'ENSMUST00000215631.1', 'ENSMUST00000216484.1']",['protein_coding']
chr9_21073181_21073263_-,6,279,chr9,21073181,21073263,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000217359.1', 'ENSMUST00000010348.6', 'ENSMUST00000217150.1']","['ENSMUST00000217359.1', 'ENSMUST00000010348.6', 'ENSMUST00000217150.1']","['ENSMUST00000217150.1', 'ENSMUST00000010348.6', 'ENSMUST00000217359.1']",[],['ENSMUST00000213826.1'],"['nonsense_mediated_decay', 'protein_coding', 'retained_intron']","['ENSMUSG00000111692.1', 'ENSMUSG00000079677.2', 'ENSMUSG00000111497.1']","['Gm49373', 'Fdx1l', 'Gm38431']","['ENSMUST00000217150.1', 'ENSMUST00000010348.6', 'ENSMUST00000217359.1']","['ENSMUST00000213826.1', 'ENSMUST00000010348.6', 'ENSMUST00000217150.1', 'ENSMUST00000217359.1']",['protein_coding']
chr9_21073318_21073388_-,6,201,chr9,21073318,21073388,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000010348.6', 'ENSMUST00000215631.1']","['ENSMUST00000217359.1', 'ENSMUST00000010348.6', 'ENSMUST00000215631.1']","['ENSMUST00000010348.6', 'ENSMUST00000215631.1']",[],['ENSMUST00000217359.1'],"['nonsense_mediated_decay', 'protein_coding', 'retained_intron']","['ENSMUSG00000079677.2', 'ENSMUSG00000111497.1']","['Fdx1l', 'Gm38431']","['ENSMUST00000010348.6', 'ENSMUST00000215631.1']","['ENSMUST00000010348.6', 'ENSMUST00000217359.1', 'ENSMUST00000215631.1']",['protein_coding']
chr9_120953003_120955147_+,12,316,chr9,120953003,120955147,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000007130.14', 'ENSMUST00000154356.7', 'ENSMUST00000154687.7', 'ENSMUST00000178812.8', 'ENSMUST00000163844.7', 'ENSMUST00000170729.1']","['ENSMUST00000007130.14', 'ENSMUST00000154356.7', 'ENSMUST00000154687.7', 'ENSMUST00000178812.8', 'ENSMUST00000163844.7', 'ENSMUST00000170729.1']","['ENSMUST00000178812.8', 'ENSMUST00000154356.7', 'ENSMUST00000007130.14', 'ENSMUST00000163844.7', 'ENSMUST00000170729.1', 'ENSMUST00000154687.7']",[],"['ENSMUST00000198187.1', 'ENSMUST00000126633.1']","['nonsense_mediated_decay', 'miRNA', 'protein_coding', 'retained_intron']","['ENSMUSG00000106193.1', 'ENSMUSG00000006932.17']","['Mir7090', 'Ctnnb1']","['ENSMUST00000178812.8', 'ENSMUST00000154356.7', 'ENSMUST00000007130.14', 'ENSMUST00000163844.7', 'ENSMUST00000170729.1', 'ENSMUST00000154687.7']","['ENSMUST00000178812.8', 'ENSMUST00000154356.7', 'ENSMUST00000007130.14', 'ENSMUST00000163844.7', 'ENSMUST00000170729.1', 'ENSMUST00000126633.1', 'ENSMUST00000154687.7', 'ENSMUST00000198187.1']","['miRNA', 'protein_coding']"
chrX_10073828_10117443_-,5,220,chrX,10073828,10117443,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000044789.9', 'ENSMUST00000115544.8', 'ENSMUST00000115543.2', 'ENSMUST00000147334.1']","['ENSMUST00000044789.9', 'ENSMUST00000147334.1', 'ENSMUST00000072393.8']","['ENSMUST00000044789.9', 'ENSMUST00000147334.1']","['ENSMUST00000115543.2', 'ENSMUST00000115544.8']",['ENSMUST00000072393.8'],"['processed_transcript', 'protein_coding']","['ENSMUSG00000031174.17', 'ENSMUSG00000090084.7']","['Rpgr', 'Srpx']","['ENSMUST00000044789.9', 'ENSMUST00000115543.2', 'ENSMUST00000147334.1', 'ENSMUST00000115544.8']","['ENSMUST00000044789.9', 'ENSMUST00000147334.1', 'ENSMUST00000072393.8']",['protein_coding']
chr1_180976281_180991932_-,14,349,chr1,180976281,180991932,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000154133.7', 'ENSMUST00000036928.11', 'ENSMUST00000111068.7']",['ENSMUST00000154133.7'],['ENSMUST00000154133.7'],"['ENSMUST00000111068.7', 'ENSMUST00000036928.11']",['ENSMUST00000191980.1'],"['unprocessed_pseudogene', 'protein_coding']","['ENSMUSG00000103930.1', 'ENSMUSG00000038776.13']","['Gm36961', 'Ephx1']","['ENSMUST00000036928.11', 'ENSMUST00000111068.7', 'ENSMUST00000154133.7']","['ENSMUST00000154133.7', 'ENSMUST00000191980.1']","['unprocessed_pseudogene', 'protein_coding']"
chr10_75775010_75775870_-,5,324,chr10,75775010,75775870,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000173512.1', 'ENSMUST00000001715.9', 'ENSMUST00000174649.1', 'ENSMUST00000173537.1']","['ENSMUST00000001715.9', 'ENSMUST00000174649.1', 'ENSMUST00000173537.1']","['ENSMUST00000173537.1', 'ENSMUST00000001715.9', 'ENSMUST00000174649.1']",['ENSMUST00000173512.1'],[],"['processed_transcript', 'protein_coding']","['ENSMUSG00000001665.11', 'ENSMUSG00000092360.1']","['Gstt3', 'Gm20441']","['ENSMUST00000173537.1', 'ENSMUST00000001715.9', 'ENSMUST00000173512.1', 'ENSMUST00000174649.1']","['ENSMUST00000173537.1', 'ENSMUST00000001715.9', 'ENSMUST00000174649.1']",['protein_coding']
chr10_75776047_75776743_-,5,260,chr10,75776047,75776743,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000173512.1', 'ENSMUST00000001715.9', 'ENSMUST00000174649.1', 'ENSMUST00000173537.1', 'ENSMUST00000133869.1']","['ENSMUST00000173512.1', 'ENSMUST00000001715.9', 'ENSMUST00000174649.1', 'ENSMUST00000173537.1', 'ENSMUST00000133869.1']","['ENSMUST00000001715.9', 'ENSMUST00000133869.1', 'ENSMUST00000174649.1', 'ENSMUST00000173537.1', 'ENSMUST00000173512.1']",['ENSMUST00000174187.1'],[],"['nonsense_mediated_decay', 'processed_transcript', 'protein_coding']","['ENSMUSG00000001665.11', 'ENSMUSG00000092360.1']","['Gstt3', 'Gm20441']","['ENSMUST00000001715.9', 'ENSMUST00000133869.1', 'ENSMUST00000174649.1', 'ENSMUST00000173537.1', 'ENSMUST00000174187.1', 'ENSMUST00000173512.1']","['ENSMUST00000001715.9', 'ENSMUST00000133869.1', 'ENSMUST00000174649.1', 'ENSMUST00000173537.1', 'ENSMUST00000173512.1']",['protein_coding']
chr14_51096473_51104806_+,5,805,chr14,51096473,51104806,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000069011.8', 'ENSMUST00000169895.2']","['ENSMUST00000022428.12', 'ENSMUST00000169895.2']",['ENSMUST00000169895.2'],['ENSMUST00000069011.8'],['ENSMUST00000022428.12'],['protein_coding'],"['ENSMUSG00000021876.15', 'ENSMUSG00000072115.11']","['Rnase4', 'Ang']","['ENSMUST00000069011.8', 'ENSMUST00000169895.2']","['ENSMUST00000169895.2', 'ENSMUST00000022428.12']",['protein_coding']
chr16_13672078_13685061_+,6,209,chr16,13672078,13685061,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000023365.12', 'ENSMUST00000225585.1', 'ENSMUST00000127973.7', 'ENSMUST00000035426.6', 'ENSMUST00000069281.7', 'ENSMUST00000132349.1']","['ENSMUST00000023365.12', 'ENSMUST00000127973.7', 'ENSMUST00000069281.7', 'ENSMUST00000132349.1']","['ENSMUST00000023365.12', 'ENSMUST00000069281.7', 'ENSMUST00000132349.1', 'ENSMUST00000127973.7']","['ENSMUST00000035426.6', 'ENSMUST00000225585.1']",[],"['nonsense_mediated_decay', 'processed_transcript', 'protein_coding', 'retained_intron']","['ENSMUSG00000022684.15', 'ENSMUSG00000079737.4']","['Bfar', '3110001I22Rik']","['ENSMUST00000023365.12', 'ENSMUST00000132349.1', 'ENSMUST00000127973.7', 'ENSMUST00000035426.6', 'ENSMUST00000069281.7', 'ENSMUST00000225585.1']","['ENSMUST00000023365.12', 'ENSMUST00000069281.7', 'ENSMUST00000132349.1', 'ENSMUST00000127973.7']",['protein_coding']
chr17_57215932_57217084_-,5,252,chr17,57215932,57217084,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000024988.14', 'ENSMUST00000176457.1']","['ENSMUST00000024988.14', 'ENSMUST00000176457.1']","['ENSMUST00000024988.14', 'ENSMUST00000176457.1']",['ENSMUST00000184453.1'],[],"['miRNA', 'processed_transcript', 'protein_coding']","['ENSMUSG00000099066.1', 'ENSMUSG00000024164.15']","['Mir6978', 'C3']","['ENSMUST00000024988.14', 'ENSMUST00000184453.1', 'ENSMUST00000176457.1']","['ENSMUST00000024988.14', 'ENSMUST00000176457.1']","['miRNA', 'protein_coding']"
chr17_57217171_57217265_-,5,226,chr17,57217171,57217265,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000024988.14', 'ENSMUST00000176457.1']","['ENSMUST00000024988.14', 'ENSMUST00000176457.1']","['ENSMUST00000024988.14', 'ENSMUST00000184453.1', 'ENSMUST00000176457.1']",[],[],"['miRNA', 'processed_transcript', 'protein_coding']","['ENSMUSG00000099066.1', 'ENSMUSG00000024164.15']","['Mir6978', 'C3']","['ENSMUST00000024988.14', 'ENSMUST00000184453.1', 'ENSMUST00000176457.1']","['ENSMUST00000024988.14', 'ENSMUST00000184453.1', 'ENSMUST00000176457.1']","['miRNA', 'protein_coding']"
chr2_168639990_168640630_-,5,272,chr2,168639990,168640630,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000109175.8', 'ENSMUST00000029060.10', 'ENSMUST00000109176.7', 'ENSMUST00000109177.7', 'ENSMUST00000178504.7']","['ENSMUST00000109175.8', 'ENSMUST00000029060.10', 'ENSMUST00000109176.7', 'ENSMUST00000109177.7', 'ENSMUST00000178504.7']","['ENSMUST00000109177.7', 'ENSMUST00000178504.7', 'ENSMUST00000109175.8', 'ENSMUST00000029060.10', 'ENSMUST00000109176.7']",['ENSMUST00000200215.1'],[],"['miRNA', 'protein_coding']","['ENSMUSG00000105496.1', 'ENSMUSG00000027546.15']","['Mir7004', 'Atp9a']","['ENSMUST00000109177.7', 'ENSMUST00000178504.7', 'ENSMUST00000109175.8', 'ENSMUST00000029060.10', 'ENSMUST00000109176.7', 'ENSMUST00000200215.1']","['ENSMUST00000109177.7', 'ENSMUST00000178504.7', 'ENSMUST00000109175.8', 'ENSMUST00000029060.10', 'ENSMUST00000109176.7']","['miRNA', 'protein_coding']"
chr2_168640695_168643861_-,5,269,chr2,168640695,168643861,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000109175.8', 'ENSMUST00000029060.10', 'ENSMUST00000109176.7', 'ENSMUST00000109177.7', 'ENSMUST00000178504.7']","['ENSMUST00000109175.8', 'ENSMUST00000029060.10', 'ENSMUST00000109176.7', 'ENSMUST00000109177.7', 'ENSMUST00000178504.7']","['ENSMUST00000109177.7', 'ENSMUST00000178504.7', 'ENSMUST00000109175.8', 'ENSMUST00000029060.10', 'ENSMUST00000109176.7']",[],['ENSMUST00000200215.1'],"['miRNA', 'protein_coding']","['ENSMUSG00000105496.1', 'ENSMUSG00000027546.15']","['Mir7004', 'Atp9a']","['ENSMUST00000109177.7', 'ENSMUST00000178504.7', 'ENSMUST00000109175.8', 'ENSMUST00000029060.10', 'ENSMUST00000109176.7']","['ENSMUST00000109177.7', 'ENSMUST00000178504.7', 'ENSMUST00000109175.8', 'ENSMUST00000029060.10', 'ENSMUST00000109176.7', 'ENSMUST00000200215.1']","['miRNA', 'protein_coding']"
chr3_89093843_89094230_-,10,870,chr3,89093843,89094230,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4']","['ENSMUST00000200659.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4']","['ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4']",[],['ENSMUST00000200659.1'],['protein_coding'],"['ENSMUSG00000059743.12', 'ENSMUSG00000105204.1']","['Fdps', 'Gm43738']","['ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4']","['ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4', 'ENSMUST00000200659.1']",['protein_coding']
chr3_89094365_89094451_-,11,842,chr3,89094365,89094451,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000200659.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4']","['ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4']","['ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4']",['ENSMUST00000200659.1'],[],['protein_coding'],"['ENSMUSG00000059743.12', 'ENSMUSG00000105204.1']","['Fdps', 'Gm43738']","['ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4', 'ENSMUST00000200659.1']","['ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4']",['protein_coding']
chr3_89094529_89094859_-,11,1015,chr3,89094529,89094859,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000200659.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4']","['ENSMUST00000200659.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12']","['ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4', 'ENSMUST00000200659.1']",[],[],['protein_coding'],"['ENSMUSG00000059743.12', 'ENSMUSG00000105204.1']","['Fdps', 'Gm43738']","['ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4', 'ENSMUST00000200659.1']","['ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4', 'ENSMUST00000200659.1']",['protein_coding']
chr3_89094932_89095013_-,10,1113,chr3,89094932,89095013,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000200659.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4']","['ENSMUST00000200659.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4']","['ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4', 'ENSMUST00000200659.1']",['ENSMUST00000200433.1'],[],"['protein_coding', 'retained_intron']","['ENSMUSG00000059743.12', 'ENSMUSG00000105204.1']","['Fdps', 'Gm43738']","['ENSMUST00000196254.4', 'ENSMUST00000200433.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000200659.1']","['ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4', 'ENSMUST00000200659.1']",['protein_coding']
chr3_89095102_89095353_-,11,1085,chr3,89095102,89095353,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000200659.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4', 'ENSMUST00000200433.1']","['ENSMUST00000200659.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4', 'ENSMUST00000200433.1']","['ENSMUST00000196254.4', 'ENSMUST00000200433.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000200659.1']",['ENSMUST00000196921.4'],[],"['protein_coding', 'retained_intron']","['ENSMUSG00000059743.12', 'ENSMUSG00000105204.1']","['Fdps', 'Gm43738']","['ENSMUST00000196254.4', 'ENSMUST00000196921.4', 'ENSMUST00000200433.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000200659.1']","['ENSMUST00000196254.4', 'ENSMUST00000200433.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000200659.1']",['protein_coding']
chr3_89095476_89095598_-,11,896,chr3,89095476,89095598,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000200659.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4', 'ENSMUST00000200433.1', 'ENSMUST00000196921.4', 'ENSMUST00000199668.2']","['ENSMUST00000200659.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4', 'ENSMUST00000200433.1', 'ENSMUST00000196921.4']","['ENSMUST00000196254.4', 'ENSMUST00000196921.4', 'ENSMUST00000200433.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000200659.1']",['ENSMUST00000199668.2'],[],"['protein_coding', 'retained_intron']","['ENSMUSG00000059743.12', 'ENSMUSG00000105204.1']","['Fdps', 'Gm43738']","['ENSMUST00000196254.4', 'ENSMUST00000196921.4', 'ENSMUST00000199668.2', 'ENSMUST00000200433.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000200659.1']","['ENSMUST00000196254.4', 'ENSMUST00000196921.4', 'ENSMUST00000200433.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000200659.1']",['protein_coding']
chr3_89095679_89099299_-,10,801,chr3,89095679,89099299,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000200659.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196921.4', 'ENSMUST00000199668.2']","['ENSMUST00000200659.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196254.4', 'ENSMUST00000196921.4', 'ENSMUST00000199668.2']","['ENSMUST00000196921.4', 'ENSMUST00000196709.4', 'ENSMUST00000200659.1', 'ENSMUST00000081848.12', 'ENSMUST00000199668.2']",[],['ENSMUST00000196254.4'],['protein_coding'],"['ENSMUSG00000059743.12', 'ENSMUSG00000105204.1']","['Fdps', 'Gm43738']","['ENSMUST00000196921.4', 'ENSMUST00000196709.4', 'ENSMUST00000200659.1', 'ENSMUST00000081848.12', 'ENSMUST00000199668.2']","['ENSMUST00000196254.4', 'ENSMUST00000196921.4', 'ENSMUST00000199668.2', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000200659.1']",['protein_coding']
chr3_89099440_89100668_-,10,853,chr3,89099440,89100668,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000200659.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196921.4', 'ENSMUST00000199668.2']","['ENSMUST00000200659.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196921.4', 'ENSMUST00000199668.2']","['ENSMUST00000196921.4', 'ENSMUST00000196709.4', 'ENSMUST00000200659.1', 'ENSMUST00000081848.12', 'ENSMUST00000199668.2']",[],[],['protein_coding'],"['ENSMUSG00000059743.12', 'ENSMUSG00000105204.1']","['Fdps', 'Gm43738']","['ENSMUST00000196921.4', 'ENSMUST00000196709.4', 'ENSMUST00000200659.1', 'ENSMUST00000081848.12', 'ENSMUST00000199668.2']","['ENSMUST00000196921.4', 'ENSMUST00000196709.4', 'ENSMUST00000200659.1', 'ENSMUST00000081848.12', 'ENSMUST00000199668.2']",['protein_coding']
chr3_89100831_89101861_-,10,714,chr3,89100831,89101861,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000196709.4', 'ENSMUST00000081848.12']","['ENSMUST00000200659.1', 'ENSMUST00000196709.4', 'ENSMUST00000081848.12', 'ENSMUST00000196921.4', 'ENSMUST00000199668.2']","['ENSMUST00000196709.4', 'ENSMUST00000081848.12']",[],"['ENSMUST00000199668.2', 'ENSMUST00000196921.4', 'ENSMUST00000200659.1']",['protein_coding'],"['ENSMUSG00000059743.12', 'ENSMUSG00000105204.1']","['Fdps', 'Gm43738']","['ENSMUST00000196709.4', 'ENSMUST00000081848.12']","['ENSMUST00000196921.4', 'ENSMUST00000196709.4', 'ENSMUST00000200659.1', 'ENSMUST00000081848.12', 'ENSMUST00000199668.2']",['protein_coding']
chr7_127800714_127801074_+,6,372,chr7,127800714,127801074,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000046863.11', 'ENSMUST00000132702.7', 'ENSMUST00000144748.7', 'ENSMUST00000206674.1', 'ENSMUST00000106272.7', 'ENSMUST00000125188.7', 'ENSMUST00000155005.2', 'ENSMUST00000206995.1', 'ENSMUST00000124631.7', 'ENSMUST00000136597.2', 'ENSMUST00000139068.7']","['ENSMUST00000136823.7', 'ENSMUST00000046863.11', 'ENSMUST00000132702.7', 'ENSMUST00000144748.7', 'ENSMUST00000206674.1', 'ENSMUST00000106272.7', 'ENSMUST00000155005.2', 'ENSMUST00000206995.1', 'ENSMUST00000124631.7']","['ENSMUST00000206995.1', 'ENSMUST00000132702.7', 'ENSMUST00000125188.7', 'ENSMUST00000206674.1', 'ENSMUST00000046863.11', 'ENSMUST00000155005.2', 'ENSMUST00000136597.2', 'ENSMUST00000106272.7', 'ENSMUST00000139068.7', 'ENSMUST00000124631.7', 'ENSMUST00000144748.7']",[],"['ENSMUST00000138432.1', 'ENSMUST00000154987.7', 'ENSMUST00000136823.7']","['nonsense_mediated_decay', 'protein_coding', 'retained_intron']","['ENSMUSG00000108815.1', 'ENSMUSG00000042289.11']","['Gm49388', 'Hsd3b7']","['ENSMUST00000206995.1', 'ENSMUST00000132702.7', 'ENSMUST00000125188.7', 'ENSMUST00000206674.1', 'ENSMUST00000046863.11', 'ENSMUST00000155005.2', 'ENSMUST00000136597.2', 'ENSMUST00000106272.7', 'ENSMUST00000139068.7', 'ENSMUST00000124631.7', 'ENSMUST00000144748.7']","['ENSMUST00000206995.1', 'ENSMUST00000132702.7', 'ENSMUST00000125188.7', 'ENSMUST00000138432.1', 'ENSMUST00000206674.1', 'ENSMUST00000046863.11', 'ENSMUST00000155005.2', 'ENSMUST00000136597.2', 'ENSMUST00000154987.7', 'ENSMUST00000106272.7', 'ENSMUST00000124631.7', 'ENSMUST00000139068.7', 'ENSMUST00000136823.7', 'ENSMUST00000144748.7']",['protein_coding']
chr9_103217518_103219222_-,5,664,chr9,103217518,103219222,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000166836.1', 'ENSMUST00000112645.7', 'ENSMUST00000035158.15', 'ENSMUST00000168142.7', 'ENSMUST00000164377.1']","['ENSMUST00000168142.7', 'ENSMUST00000170904.1']","['ENSMUST00000035158.15', 'ENSMUST00000112645.7', 'ENSMUST00000166836.1', 'ENSMUST00000164377.1', 'ENSMUST00000168142.7']",[],['ENSMUST00000170904.1'],"['nonsense_mediated_decay', 'protein_coding']","['ENSMUSG00000032554.15', 'ENSMUSG00000090639.1']","['Trf', 'Gm20425']","['ENSMUST00000035158.15', 'ENSMUST00000112645.7', 'ENSMUST00000166836.1', 'ENSMUST00000164377.1', 'ENSMUST00000168142.7']","['ENSMUST00000035158.15', 'ENSMUST00000112645.7', 'ENSMUST00000166836.1', 'ENSMUST00000170904.1', 'ENSMUST00000164377.1', 'ENSMUST00000168142.7']",['protein_coding']
